CODE,SEMESTER,TITLE,LANGUAGE,TITLE_FR,TITLE_EN,RESUME_FR,RESUME_EN,PROFESSORS,CREDITS,LECTURE_PERIOD,EXERCICE_PERIOD,PROJECT_PERIOD,TP_PERIOD,LABO_PERIOD,EXAM_INFO,KEYWORDS,POLYPERSPECTIVES
HUM-444,MA1,Contemporary Japan I,EN,Contemporary Japan I,,"Ce cours est une introduction à la culture du Japon - pensée et manière de vivre ensemble - destiné à faciliter un futur travail dans l'archipel. Il explique les spécificités de l'identité japonaise, imprégnée de tradition et d'ouverture à l'innovation.",This introductory course is an inquiry into the culture of Japan - its thought and way of life - that is designed to foster future study of the archipelago. It elucidates the specificities of a Japanese identity that is imbued with both tradition and openness to innovation.,110625:Irène Elizabeth:Vogel Chevroulet,3,,,1,,,,INTERCULTURALITY|DO|SHINTÔ|ZEN|ART,Interdisciplinaire|Créative
HUM-446,MA1,Governing global migration I,EN,Governing global migration I,,"Ce cours examine les enjeux de la politique de migration actuelle dans une perspective historique, notamment la protection des réfugiés, la mobilité de la main d'oeuvre, et l'intégration régionale. Il propose également une formation sur les méthodes de recherche documentaire.","This course examines key areas of contemporary migration politics in a historical perspective, such as refugee protection, labor mobility, and regional integration. It also trains students in methods of documentary research. ",310151:Madeleine Louise Lynch:Dungy,3,2,,,,,,MIGRATION|GLOBALIZATION|HISTORY|INTERNATIONAL GOVERNANCE,Globale|Citoyenne
HUM-468,MA1,"Patrimoine, numérisation et projet collaboratif I",FR,"Patrimoine, numérisation et projet collaboratif I","Heritage, digitization and collaborative project I",Ce cours propose de participer activement au Montreux Jazz Digital Project. Il vise à développer des connaissances critiques et pratiques sur les outils contemporains impliqués dans les dynamiques de numérisation et de valorisation du patrimoine.,"
This course proposes to participate actively in the Montreux Jazz Digital Project. It aims to develop critical and practical knowledge of contemporary tools involved in the dynamics of heritage digitization and valorization.",175547:Alain:Dufaux|292598:Alexandre:Camus|196358:Florence:Graezer Bideau,3,2,,,,,,PATRIMOINE|TECHNOLOGIES NUMÉRIQUES|WORKSHOP|MÉTHODES QUALITATIVES|WEB EDITING,Citoyenne|Créative
HUM-471,MA1,Economic growth and sustainability I,EN,Economic growth and sustainability I,,"This course examines growth from various angles: population growth, economic growth, growth in the use of resources, growing inequality, need for growth, limits to growth, sustainable growth. Although grounded in economics, it takes up elements from many other disciplines.","Ce cours examine la croissance sous divers angles: démographique, économique, utilisation des ressources, inégalités, nécessité, limites, croissance durable. Bien qu'ancré dans l'économie, il reprend des éléments de nombreuses autres disciplines.",106542:Philippe:Thalmann,3,2,,,,,,SUSTAINABLE DEVELOPMENT|DEMOGRAPHY|ECONOMY|GROWTH|ENVIRONMENT,Interdisciplinaire|Globale
HUM-405,MA2,Culture médiatique II,FR,Culture médiatique II,Media culture II,This course provides theoretical and methodological foundations for a sociological approach of media (particularly sports media). It helps students to think critically the media culture and its effects.,L'objectif du cours est que les étudiants acquièrent les bases théoriques et méthodologiques d¿une approche sociologique des médias (particulièrement des médias sportifs) et qu'ils puissent s'en servir pour penser de façon critique la culture médiatique et ses effets. ,276231:Lucie:Schoch,3,,,3,,,,MÉDIA|SOCIOLOGIE|TECHNOLOGIE DE L'INFORMATION,Interdisciplinaire|Citoyenne
HUM-411,MA2,Design graphique VI,FR,Design graphique VI,Graphic design VI,"Le cours vise à faire découvrir les bases du design graphique, ses enjeux, ses différents domaines d'application, ses techniques et ses conventions. Il s'agit d'un enseignement pratique qui repose sur le développement d'un projet de semestre.","Practical teaching that allows to acquire the bases of graphic design and to understand the stakes, the various fields of application, the techniques and the conventions of that discipline.",252418:Denis:Rouèche,3,,,3,,,,COMMUNICATION|ÉDITION|GRAPHIC DESIGN|ILLUSTRATION|IMAGE|LIBERTY|TYPOGRAPHY,Créative|Interdisciplinaire
HUM-413,MA2,Design industriel VI,FR,Design industriel VI,Industrial design VI,This course offers practical teaching that allows acquiring the bases of industrial design by confronting the students with the creation of an object. The results in a functional prototype made in collaboration with an artisan or a local company.,Le cours propose d'expérimenter les spécificités du design industriel en confrontant les étudiant.e.s à la création d'un objet. Il s'agit d'un enseignement pratique dont le résultat est un objet fonctionnel réalisé en collaboration avec un artisan ou une entreprise de l'industrie locale.,184338:Tomás:Král,3,,,3,,,,CRÉATION|CRÉATIVITÉ|DESIGN INDUSTRIEL|ERGONOMIE|ESTHÉTIQUE|FONCTIONNALITÉ|MAQUETTE|PROTOTYPE,Créative|Interdisciplinaire
HUM-414,MA2,Droit et technique II,FR,Droit et technique II,Law and technology II,"Ce cours présente le cadre légal applicable à certaines problématiques dans des domaines à caractère technique, tels que le droit de l'informatique, la biotechnologie, la protection des données, la digitalisation et la production, le rôle de l'Etat et des privés dans les enjeux globaux.","This course presents the legal framework applicable to certain problems This course presents the legal framework applicable to certain problems in technical fields, such as computer law, biotechnology, data protection, digitalisation and production, the role of the State in global issues",196400:Anouk:Neuenschwander|167321:Maximilien:Stauber|171337:Anne-Christine:Favre,3,,,3,,,,BIG DATA|DATA PROTECTION|IMMATÉRIEL|INFORMATIQUE|JUSTICE|NORMES|OBLIGATION|PUBLIC,Interdisciplinaire|Globale
HUM-415,MA2,Études musicales II,FR,Études musicales II,Musical studies II,"This specific option, subject to application, opens to a student pursuing the study of a music instrument at a high level next to his/her EPFL studies the possibiity of a partial validation.",Ce cursus particulier - dont l'admission est sujette à l'acceptation d'un dossier de candidature - offre à l'étudiant engagé dans des études en musique de haut niveau en parallèle à ses études EPFL la possibilité de les faire reconnaître partiellement.,,3,,,3,,,,,
HUM-421,MA2,Psychologie sociale II,FR,Psychologie sociale II,Social psychology II,"This course in Social Psychology of Education is concerned with the empirical study of the determinants and consequences of motivation. Following a theoretical introduction, students will work in group, conduct an original study (e.g., questionnaire) and produce a research report","Cet enseignement de Psychologie Sociale de l'Education concerne l'étude empirique des déterminants et des conséquences de la motivation. Après une introduction théorique, les étudiant-e-s (en groupes) devront conduire une étude originale (e.g., type questionnaire) et rendre un rapport de recherche",166176:Fabrizio:Butera,3,,,3,,,,MOTIVATION D'ACCOMPLISSEMENT|COMPÉTITION|COMPORTEMENTS SOCIAUX|CONFLIT,Citoyenne|Créative
HUM-426,MA2,"Science, technologie et société II",FR,"Science, technologie et société II","Science, technology and society II",Le cours vise à acquérir la maîtriser de concepts et méthodes des science and technology studies en les mobilisant sur un objet ou question choisi par l'étudiant·e afin d'apprendre à décoder l'intrication des sciences et technologies dans la société.,The course aims to acquire the mastery of concepts and methods of science and technology studies by mobilizing them on an object or question chosen by the student in order to learn how to decode the intertwining of science and technology in society.,141723:Dominique:Vinck,3,,,3,,,,DIFFUSION|INNOVATION|INVENTION|MANAGEMENT DES TECHNOLOGIES,Interdisciplinaire|Globale
HUM-430,MA2,Philosophy of life sciences II,EN,Philosophy of life sciences II,, ,Evaluate the main positions in a chosen philosophical debate. Develop in your group a solid approach to one or more philosophical problems of that debate. Defend your analysis and conclusions.,192425:Christian:Sachse,3,,,3,,,,BIOLOGICAL FUNCTION|BIOLOGICAL SPECIES|CAUSALITY|CLASSIFICATION|DARWINISM|DEFINITION OF LIFE|DYSFUNCTION|EVOLUTIONARY THEORY,Interdisciplinaire|Citoyenne
HUM-433,MA2,How people learn II,EN,How people learn II,,"Les étudiant.e.s comprendront le processus de la formation de professionnels (ingénieurs ou enseignants par exemple) et pourront différencier les phases d'apprentissage : (a) formation initiale, (b) début de carrière et (c) développement continu de professionnels expérimentés.","The students will understand the factors which affect the learning of professionals (such as engineers or teachers). They will understand differences between learning during (a) initial training, (b) induction into the workplace, and (c) the on-going development of experienced professionals.  ",217408:Roland John:Tormey,3,,,3,,,,BRAIN|COGNITION|EDUCATION|EMPIRICAL STUDIES|INTERDISCIPLINARITY|LEARNING|MOTIVATION|RESEARCH,Globale|Citoyenne
HUM-438,MA2,Chine: la renaissance d'une grande puissance II,FR,Chine: la renaissance d'une grande puissance II,China: the rebirth of a great power II,"Approcher la Chine contemporaine par le biais des  phénomènes qui émergent à l'international permet non seulement de s'intéresser à l'impact sur le reste du monde de cette Chine qui s'internationalise, mais aussi de porter le regard sur les transformations de la société chinoise contemporain.","Approaching contemporary China through various phenomena that emerge internationally allows us not only to look at the impact of China new global power on the rest of the world, but also to look at the transformations of Contemporary Chinese society.
",182176:Antoine:Kernen,3,,,3,,,,CHINE CONTEMPORAINE|GÉOPOLITIQUE|RELATIONS INTERNATIONALES|INTERNATIONALISATION|AFRIQUE,Interdisciplinaire|Globale
HUM-443,MA2,Création collective: arts-impro & ingénierie II,FR,Création collective: arts-impro & ingénierie II,Collective creation: improv-arts & engineering II,This course contrasts improvisation in the performing arts with engineering design. Creative processes will be compared and student projects will culminate in an improvised public performance evaluated by the interplay of their artistic and technical creations.,"Les techniques d'improvisation développées dans les arts vivants (théâtre, musique, danse, performance) sont mises en perspective avec les pratiques de conception en ingénierie. Ce cours enseigné à l'Arsenic mène à une performance publique intégrant les performeurs et leurs réalisations techniques.",101874:Simon Nessim:Henein,3,,,3,,,,PERFORMANCE|IMPROVISATION|CRÉATIVITÉ COLLECTIVE|DANSE|THÉÂTRE,Créative|Interdisciplinaire
HUM-445,MA2,Contemporary Japan II,EN,Contemporary Japan II,,"Ce cours d'introduction à la culture du Japon - pensée et manière de vivre ensemble -, est destiné à faciliter un futur travail dans l'archipel. Il explique les spécificités de l'identité japonaise, imprégnée de tradition et d'ouverture",This introductory course is an inquiry into the culture of Japan - its thought and way of life -  that is designed to foster future study of the archipelago. It elucidates the specificities of a Japanese identity that is imbued with both tradition and openness to innovation.,110625:Irène Elizabeth:Vogel Chevroulet,3,,,3,,,,INTERCULTURALITY|DO|SHINTÔ|ZEN|ART,Interdisciplinaire|Créative
HUM-447,MA2,Governing global migration II,EN,Governing global migration II,,"Ce cours examine les enjeux actuels de la politique de migration dans une perspective historique, notamment la protection des réfugiés, la mobilité de la main d'oeuvre, et l'intégration régionale. Il propose également une formation sur les méthodes de recherche documentaire.","This course examines key areas of contemporary migration politics in a historical perspective, such as refugee protection, labor mobility, and regional integration. It also trains students in methods of documentary research. ",310151:Madeleine Louise Lynch:Dungy,3,,,3,,,,MIGRATION|GLOBALIZATION|HISTORY|INTERNATIONAL GOVERNANCE,Globale|Citoyenne
HUM-448,MA2,Sciences et religions II,FR,Sciences et religions II,Sciences and religions II,Can one be a scientist and a believer at the same time? Is science the enemy of faith? Should a scientist always be an atheist or an agnostic? These are some of the questions dealt with in this seminar. Its purpose is to present the various forms of the debate between science and religion.,Peut-on être à la fois savant et croyant ? La science est-elle l'ennemie de la foi ? Un scientifique ne peut-il qu'être athée ou agnostique ? Voici quelques questions abordées dans cet enseignement dont le but est de présenter les différentes formes prises par la dispute entre science et religion ,229643:Jean-François:Bert,3,,,3,,,,SCIENCES|RELIGION|HISTOIRE DES SCIENCES|CONFLIT|DIALOGUE,Interdisciplinaire|Globale
HUM-451,MA2,Pratiques artistiques II,FR-EN,Pratiques artistiques II,Artistic practices II,Ce cours propose 2 options : 'innover' met l'accent sur la diversité des pratiques dans le design et la création par un projet tourné vers la spéculation autour des nouvelles technologies ; 'filmer' se penche sur les techniques cinématographiques et s'engage dans la réalisation d'un film court.,This course offers 2 options: 'innovate' highlights the diversity of practices in the field of design through a project oriented towards speculating on recent technologies; 'filming' studies the question of cinematographic techniques and the making of a short movie.,316835:Pablo Javier:Briones Amarelo|316343:Gordan:Savicic|157990:Nicolas:Nova,3,,,3,,,,ANTHROPOLOGIE|DESIGN|DESIGN FICTION|FICTION|FUTURISME,Interdisciplinaire|Créative
HUM-452,MA2,Mythes de la Méditerranée ancienne II,FR,Mythes de la Méditerranée ancienne II,Myths of the ancient Mediterranean Sea II,"Le cours explore les mythes et les textes fondateurs des cultures antiques (Monde biblique, Grèce, Rome, Egypte). Explorant leurs significations, leurs réceptions, il s'agit de dérouler une histoire de l'imaginaire qui nous aide à mieux comprendre le caractère hétéroclite de notre propre culture.","The course explores the myths and the main texts of ancient cultures (Biblical World, Greece, Rome, Egypt). Exploring their meanings, their receptions, it helps us better understand the heterogeneous nature of our own culture.",245404:Matteo:Capponi|188747:David:Bouvier|220239:Thomas:Römer,3,,,3,,,,ANTHROPOLOGIE|ANTIQUITÉ|EGYPT|GRÈCE|MESOPOTAMIA|MYTHOLOGY|RELIGION|ROME,Globale|Créative
HUM-453,MA2,Philosophical perspectives on the exact sciences II,EN,Philosophical perspectives on the exact sciences II,,"Le cours traite des thèmes centraux de la philosophie des sciences, notamment le réalisme scientifique et l'ontologie de la physique, incluant la controverse entre Leibniz et Newton sur l'espace et le temps, la transition de la physique classique au quantique et le rôle explicatif des mathématiques","The course considers central themes in the philosophy of science, such as scientific realism and the ontology of physics. Starting from the debate between Leibniz and Newton about space and time, we move on to the transition from classical to quantum physics and the explanatory role of mathematics.",158392:Michael-Andreas:Esfeld,3,,,3,,,,HISTORY AND PHILOSOPHY OF SCIENCE|PHILOSOPHY OF PHYSICS|PHILOSOPHY OF MATHEMATICS,Interdisciplinaire|Globale
HUM-455,MA2,La recherche dans tous ses états II,FR,La recherche dans tous ses états II,Scientific research in all it forms II,"Au cours d'un travail pratique, l'étudiant aura l'occasion de s'initier à une méthode ou technique de recherche qui lui est peu familière (ex: entretien semi-directif, questionnaire, enquête de terrain, analyse conceptuelle, recherche historique, etc.) ","Au cours d'un travail pratique, l'étudiant aura l'occasion de s'initier à une méthode ou technique de recherche qui lui est peu familière (ex: entretien semi-directif, questionnaire, enquête de terrain, analyse conceptuelle, recherche historique, etc.).",185819:Delphine:Preissmann,3,,,3,,,,COMPORTEMENT HUMAIN|CRÉATIVITÉ|INTERDISCIPLINARITÉ,Interdisciplinaire|Créative
HUM-456,MA2,Humanités digitales II,FR,Humanités digitales II,Digital humanities II,"This course will combine digital technologies and history to address the way the press have processed major events of the XXth century. Working on digital archives, the students will use digital methodologies and will analyse extensive sets of digital age data.","Alliant numérique et histoire, cet enseignement aborde le traitement par la presse des grands événements internationaux du XXe siècle. En travaillant sur les archives numérisées, les étudiant-e-s utiliseront des méthodologies numériques et analyseront des données abondantes de l'ère numérique.",303254:Martin Alfred:Grandjean|196398:Sandra:Bott,3,,,3,,,,HISTOIRE|HISTOIRE NUMÉRIQUE|HUMANITÉS DIGITALES|RELATIONS INTERNATIONALES|SUISSE,Interdisciplinaire|Globale
HUM-457,MA2,Experimental cognitive psychology II,EN,Experimental cognitive psychology II,,"The media frequently report on trendy studies that have been conducted in experimental cognitive psychology, and which inform the public on &quot;human functioning&quot;. This course aims at teaching students basic skills and requirements to perform, understand and comprehend such studies. ",Les médias informent de plus en plus le public sur le fonctionnement de l'être humain en s'intéressant à des études de psychologie cognitive expérimentale. Ce cours vise à apprendre aux étudiant.e.s les bases nécessaires pour mener à bien et comprendre de telles études. ,218732:Christine:Mohr,3,,,3,,,,COGNITION|METHODS|PSYCHOLOGIE COGNITIVE,Créative|Citoyenne
HUM-458,MA2,"Musique, politique, société II",FR,"Musique, politique, société II","Music, politics and society II","Ce cours propose une étude de la musique à travers les archives du Montreux Jazz Festival (sonore, vidéo, photo, documents divers). Il débouche sur la rédaction d'un travail de recherche en groupe (ou individuel) sur un sujet lié à cette thématique.","This course offers a study of music through the Montreux Jazz Festival archives (sound, video, photo, various documents). It leads to the writing of a research paper in a group (or individually) on a subject related to this theme.
",251223:Constance:Frei|291573:Grégory:Rauber,3,,,3,,,,ANALYSE MUSICALE|BANDES DESSINÉES|HISTOIRE|HUMOUR|MUSIQUE POPULAIRE|MUSIQUE SAVANTE|NOTATION MUSICALE,Interdisciplinaire|Citoyenne
HUM-459,MA2,Enjeux éthiques de l'ingénieur II,FR,Enjeux éthiques de l'ingénieur II,Engineering ethics II,"In this course students are confronted with ethical issues that engineers may face in their professional activity, such as: controversial technological innovations, conflicts of interest, environmental and societal impact of technology, scientific projects in countries of the South","L'objectif est de confronter l'étudiant à des enjeux éthiques auxquels il/elle pourrait se trouver faire face dans sa profession, ex.: innovations technologiques controversées, conflits d'intérêts, impacts des technologies sur l'environnement/la société, interventions techniques dans les pays du Sud",141572:Hugues:Poltier,3,,,3,,,,BIEN COMMUN|CONFLIT D'INTÉRÊT|DROITS HUMAINS|ÉTHIQUE|ENVIRONNEMENT,Citoyenne|Globale
HUM-460,MA2,"Global perspectives, local realities II",FR-EN,"Global perspectives, local realities II",,"The course addresses current issues through the lenses of history, political economy, technology or geopolitics. It fosters students' critical thinking on the globalization process by integrating different levels of analysis as well as questions of alterity and geographic diversity.","Cet enseignement aborde des problématiques actuelles en privilégiant des éclairages d'ordre historique, économique, technologique ou géopolitique. Il permet aux étudiants de développer une réflexion critique sur le processus de mondialisation en intégrant la question de l'autre et de l'ailleurs.",181931:Marc:Laperrouza|251747:Eric:Hoesli,3,,,3,,,,CHINE|CLIMATE WARMING|GÉOPOLITIQUE|RUSSIE|SOCIÉTÉ|TECHNOLOGIE,Globale|Citoyenne
HUM-461,MA2,Gestion des organisations II,FR,Gestion des organisations II,Managing organizations II,"Ce cours traite de la gestion des organisations, allant de l'entrepreneuriat à l'encadrement dans les entreprises, en passant par la gestion publique ou d'organisations à but non lucratif. En particulier, les participants apprendront à diriger, mener des projets et pratiquer le leadership. ","This class is about organization management, going from entrepreneurship to people management in corporations, public administration or non profit organization studies. In particular, participants will learn to manage projects and practice leadership.",190153:Samuel:Bendahan,3,,,3,,,,ÉCONOMIE|LEADERSHIP|GESTION|ENTREPRISE,Citoyenne|Créative
HUM-463,MA2,Hommes/machines II,FR,Hommes/machines II,Men/machines II,"Cet enseignement croise des approches culturelles (notamment dans les domaines littéraires ou artistiques) et scientifiques pour penser les enjeux, les perspectives et les problèmes que soulève l'hybridation de l'homme et de la machine.","The Machine-Man has become real. From electronic prosthetics to bio-inspired robotics, the human body has become a hybrid, in part technological. Our environment, our work, our behavior, and our styles of life are modeled by machines.",167301:François:Rosset|181989:Dominique:Kunz Westerhoff,3,,,3,,,,ROBOTIQUE|CYBORG|SCIENCE-FICTION|POSTHUMANISME|TRANSHUMANISME,Interdisciplinaire|Créative
HUM-464,MA2,Images de la nature II,FR,Images de la nature II,Images of nature II,"Le cours examine de manière ouverte les constructions de la Nature par diverses sciences et cultures. Il met l'accent sur la pluralité des modes d'apparition de la Nature et sur les rôles qui lui sont prêtés, notamment dans l'opposition avec l'artifice.","The course in an open approach to the constructions of Nature by different sciences and cultures. It emphasises the plurality of appearances of the object called &quot;Nature&quot; and the roles which it plays or are given to it, notably in opposition to the artificial. ",172779:Véronique:Mauron Layaz|169009:André:Ourednik,3,,,3,,,,NATURE|ARTIFICE|PAYSAGE|CULTURE|PHILOSOPHIE,Interdisciplinaire|Globale
HUM-465,MA2,Understanding modern Switzerland II,EN,Understanding modern Switzerland II,,"Based on the knowledge acquired during the fall semester course (Understanding modern Switzerland I), students are asked to work by group of 3-4 students and prepare a paper on a topic previously discussed with the teachers.","Ce cours constitue une introduction générale à l'histoire, la culture, l'économie et le système politique suisses de 1848 à aujourd'hui. ",229439:Stéphanie:Ginalski|196782:André:Mach,3,,,3,,,,20TH CENTURY|CONTEMPORARY HISTORY|ECONOMIC STRUCTURE|POLITICAL INSTITUTION|SWITZERLAND,Interdisciplinaire|Citoyenne
HUM-467,MA2,Histoire de l'image II,FR,Histoire de l'image II,Picture history II,"The seminar proposes a collective research on the history of luminous pictures, screens and projections.","Le séminaire propose un travail de recherche collective sur l'histoire des écrans, des images lumineuses et des dispositifs de projection.",166175:Olivier:Lugon,3,,,3,,,,EXPOSITION|ART|IMAGE|MÉDIAS|MUSÉE,Interdisciplinaire|Créative
HUM-469,MA2,"Patrimoine, numérisation et projet collaboratif II",FR,"Patrimoine, numérisation et projet collaboratif II","Heritage, digitization and collaborative project I",This course proposes to participate actively in the Montreux Jazz Digital Project. It aims to develop critical and practical knowledge of contemporary tools involved in the dynamics of heritage digitization and valorization.,Ce cours propose de participer activement au Montreux Jazz Digital Project. Il vise à développer des connaissances critiques et pratiques sur les outils contemporains impliqués dans les dynamiques de numérisation et de valorisation du patrimoine.,292598:Alexandre:Camus|196358:Florence:Graezer Bideau|175547:Alain:Dufaux,3,,,3,,,,PATRIMOINE|TECHNOLOGIES NUMÉRIQUES|WORKSHOP|MÉTHODES QUALITATIVES|WEB EDITING,Citoyenne|Créative
HUM-470,MA2,Economic growth and sustainability II,EN,Economic growth and sustainability II,,"This course examines growth from various angles: population growth, economic growth, growth in the use of resources, growing inequality, need for growth, limits to growth, sustainable growth. Although grounded in economics, it takes up elements from many other disciplines.","Ce cours examine la croissance sous divers angles: démographique, économique, utilisation des ressources, inégalités, nécessité, limites, croissance durable. Bien qu'ancré dans l'économie, il reprend des éléments de nombreuses autres disciplines.",106542:Philippe:Thalmann,3,,,3,,,,SUSTAINABLE DEVELOPMENT|DEMOGRAPHY|ECONOMY|GROWTH|ENVIRONMENT,Interdisciplinaire|Globale
